lat [deg],lon [deg],start time [s],duration [s],severity,measurements
42.904334,-78.908084,64190,86400,1.378968977,2
51.885752,-99.653845,66240,86400,1.207749403,2
1.613382,32.349026,66790,86400,6.850317886,2
13.077083,14.527083,69930,86400,3.85586066,2
68.12483,87.761458,70020,86400,5.136887988,2
11.573725,37.407008,72630,86400,5.568310335,2
-16.558623,-69.029021,73010,86400,8.061374619,2
49.366475,117.712696,74160,86400,2.532816375,2
-30.747917,139.727083,74220,86400,5.259798746,2
68.12483,87.761458,78300,86400,9.662040104,2
58.368979,12.368581,78420,86400,9.503511798,2
53.770578,127.306854,78630,86400,4.126295807,2
58.532267,15.039006,79910,86400,4.953155542,2
12.533721,104.397128,80190,86400,9.625793255,2
53.784788,-77.451463,80260,86400,8.360062664,2
49.764368,-94.518399,81010,86400,2.044466967,2
63.034291,112.477083,81170,86400,2.882828613,2
-19.1593,-67.015625,81210,86400,1.208613706,2
48.827083,44.68125,82440,86400,3.538929765,2
-7.914583,32.202083,83300,86400,1.684968248,2
53.729265,-75.963448,84120,86400,6.315465602,2
-16.522917,28.760417,84670,86400,7.365861848,2
59.95278,31.032851,190,86400,8.290573904,1
58.704508,-111.200512,190,86400,3.040939252,1
50.277083,92.710417,610,86400,7.01203891,1
51.587865,-98.728778,850,86400,2.079019526,1
52.234393,104.321875,960,86400,5.83564271,1
45.053456,132.842228,1380,86400,2.2305183,1
-15.586301,32.704318,1520,86400,0.495930677,1
57.361625,-98.132949,2000,86400,7.644542559,1
7.764054,-62.997917,2330,86400,8.458500071,1
48.827083,44.68125,2670,86400,0.560695806,1
-16.558623,-69.029021,3010,86400,6.753291263,1
23.96728,32.886458,3710,86400,6.558414302,1
-19.1593,-67.015625,4180,86400,6.120916759,1
44.480557,-75.794246,4250,86400,3.183721563,1
-19.1593,-67.015625,4390,86400,4.551923328,1
42.904334,-78.908084,4760,86400,0.984309869,1
49.655849,83.34758,4780,86400,3.943534011,1
57.361625,-98.132949,4810,86400,7.088442305,1
56.234185,-103.149606,5310,86400,6.628093282,1
-8.491502,28.878979,5870,86400,0.065930786,1
57.361625,-98.132949,6220,86400,9.618540828,1
38.64375,42.947917,6830,86400,8.834859719,1
-31.685417,136.08125,7160,86400,8.710748022,1
61.227083,28.78125,7510,86400,8.878589732,1
63.034291,112.477083,7750,86400,8.436000656,1
46.78125,33.372917,7820,86400,3.992659148,1
13.077083,14.527083,8220,86400,6.11663215,1
48.827083,44.68125,8500,86400,3.702153166,1
58.532267,15.039006,8850,86400,5.761784024,1
-9.42266,-40.824117,10480,86400,6.956761692,1
23.96728,32.886458,10650,86400,2.032664008,1
44.480557,-75.794246,10880,86400,7.535448006,1
53.784788,-77.451463,11190,86400,6.000548207,1
53.770578,127.306854,12010,86400,9.274059074,1
49.081155,33.247337,12100,86400,0.513582929,1
63.034291,112.477083,12110,86400,3.731949453,1
58.985292,27.73114,13060,86400,1.29669458,1
-32.14898,-52.628161,13210,86400,9.344476744,1
44.90625,59.714583,13900,86400,1.550573573,1
59.95278,31.032851,14450,86400,5.799580762,1
-32.14898,-52.628161,15200,86400,2.500059774,1
-16.522917,28.760417,15670,86400,3.611456539,1
66.56381,-71.413041,15760,86400,9.296860932,1
11.122437,-84.781903,16720,86400,8.35638492,1
75.220969,100.089583,18530,86400,2.815618421,1
-31.685417,136.08125,18560,86400,1.416392111,1
-15.586301,32.704318,19270,86400,2.136808832,1
-30.747917,139.727083,19370,86400,3.480205873,1
51.248214,-73.792606,19440,86400,4.868463907,1
59.95278,31.032851,20050,86400,9.499712701,1
45.400347,54.024442,20550,86400,4.280843524,1
52.614583,5.647917,22170,86400,3.924855372,1
49.307873,-88.309371,22850,86400,0.54568436,1
38.64375,42.947917,23120,86400,5.1794376,1
50.649075,-68.728125,23590,86400,3.203857212,1
-11.430955,29.8145,23700,86400,8.932866636,1
68.12483,87.761458,24830,86400,6.080074787,1
53.770578,127.306854,25440,86400,0.466275742,1
46.335417,60.952083,25960,86400,7.237247852,1
65.407803,-71.735126,26040,86400,0.697774821,1
36.922917,100.197917,26330,86400,4.39254995,1
-19.1593,-67.015625,26840,86400,4.018879642,1
-8.491502,28.878979,27960,86400,1.71830603,1
38.64375,42.947917,28760,86400,1.053059488,1
-3.832791,-49.647234,28930,86400,3.794967594,1
52.614583,5.647917,29670,86400,9.111934102,1
-14.417702,35.236458,30310,86400,1.236720518,1
-11.430955,29.8145,30500,86400,4.310527876,1
53.729265,-75.963448,31270,86400,2.179856606,1
-20.938467,25.633917,31560,86400,9.755580503,1
49.655849,83.34758,31650,86400,2.707428428,1
31.110144,120.543741,31670,86400,9.733972415,1
11.122437,-84.781903,31850,86400,2.253026946,1
42.904334,-78.908084,32030,86400,2.772963209,1
-30.747917,139.727083,32120,86400,0.333304693,1
13.077083,14.527083,32940,86400,2.983978124,1
60.826818,-98.96529,33120,86400,1.597360315,1
58.985292,27.73114,33590,86400,7.168594726,1
-3.832791,-49.647234,34370,86400,2.57301553,1
40.868651,67.796971,34660,86400,9.515852987,1
53.160069,-99.289952,36180,86400,8.163446709,1
-28.427083,137.20625,36710,86400,8.283748185,1
41.056625,52.912913,37190,86400,6.864167762,1
49.307873,-88.309371,38960,86400,8.18442826,1
58.102088,38.702039,39220,86400,7.000696615,1
53.648792,-64.261491,39240,86400,2.368195521,1
49.366475,117.712696,39540,86400,6.522060892,1
47.61046,42.110453,40300,86400,2.040559113,1
-32.14898,-52.628161,40420,86400,4.726907173,1
46.335417,60.952083,40530,86400,9.421022611,1
-2.715432,18.177779,42060,86400,1.052193979,1
41.889583,57.452083,43270,86400,0.19298927,1
58.102088,38.702039,43820,86400,6.475780376,1
41.410417,-112.83125,43920,86400,7.934427597,1
-16.522917,28.760417,44860,86400,8.5201862,1
38.64375,42.947917,45240,86400,6.785549284,1
41.889583,57.452083,45610,86400,9.302844016,1
60.919873,34.161458,45650,86400,4.362294246,1
29.751804,116.221063,45740,86400,9.35843525,1
31.110144,120.543741,45740,86400,6.938458652,1
-3.832791,-49.647234,46120,86400,9.464362551,1
41.889583,57.452083,48300,86400,4.810852595,1
50.277083,92.710417,48780,86400,4.47569394,1
53.521981,-60.137798,49940,86400,9.940323503,1
-19.1593,-67.015625,50190,86400,2.670548349,1
6.302627,0.060347,50410,86400,7.126693137,1
58.811965,-102.757556,50770,86400,3.622462663,1
68.12483,87.761458,51100,86400,2.476988592,1
-7.914583,32.202083,51730,86400,7.138028635,1
58.102088,38.702039,52930,86400,0.611704996,1
-0.140928,29.602017,53520,86400,2.470545452,1
2.761442,31.410473,54170,86400,7.248410831,1
44.90625,59.714583,54480,86400,6.829223942,1
-11.430955,29.8145,56120,86400,5.988605689,1
-16.522917,28.760417,56550,86400,0.656656077,1
-2.48862,28.892849,56980,86400,7.648329883,1
13.077083,14.527083,57130,86400,9.145015396,1
-16.522917,28.760417,57140,86400,8.312569207,1
-16.558623,-69.029021,57820,86400,9.136311878,1
-14.417702,35.236458,58230,86400,5.236917445,1
12.533721,104.397128,58250,86400,1.558341079,1
54.797917,76.885417,59370,86400,8.585440513,1
61.227083,28.78125,60570,86400,6.154368927,1
45.400347,54.024442,61050,86400,9.017783426,1
49.655849,83.34758,61250,86400,6.635238291,1
68.12483,87.761458,61600,86400,5.324884582,1
44.90625,59.714583,63370,86400,2.60271081,1
49.764368,-94.518399,63520,86400,8.99184871,1
-0.140928,29.602017,63850,86400,4.81458819,1
53.648792,-64.261491,64020,86400,9.423775175,1
58.985292,27.73114,64150,86400,6.983832602,1
6.302627,0.060347,64970,86400,8.395786528,1
51.885752,-99.653845,65080,86400,9.387692499,1
53.648792,-64.261491,65150,86400,1.629340155,1
59.95278,31.032851,65200,86400,8.749386235,1
52.234393,104.321875,65520,86400,5.026870115,1
53.770578,127.306854,66970,86400,7.746302116,1
-8.491502,28.878979,67000,86400,7.160016217,1
51.587865,-98.728778,67340,86400,3.144478448,1
53.521981,-60.137798,68370,86400,2.739689545,1
42.904334,-78.908084,68860,86400,6.767200056,1
-2.48862,28.892849,69150,86400,9.371459817,1
58.985292,27.73114,69730,86400,4.156193283,1
58.532267,15.039006,70010,86400,8.728372946,1
-31.252083,137.860417,71650,86400,7.822590969,1
56.234185,-103.149606,72150,86400,9.852443603,1
58.811965,-102.757556,72460,86400,9.512915639,1
56.284112,101.785413,72910,86400,1.321407147,1
56.234185,-103.149606,73950,86400,1.472440326,1
58.704508,-111.200512,74370,86400,7.196908506,1
51.248214,-73.792606,74620,86400,7.338498739,1
58.532267,15.039006,74710,86400,6.395200512,1
53.160069,-99.289952,74760,86400,3.440358756,1
52.234393,104.321875,75490,86400,3.201005699,1
-46.839729,-72.801544,75840,86400,9.890826519,1
66.56381,-71.413041,76970,86400,9.065183387,1
11.122437,-84.781903,77030,86400,3.689232125,1
58.368979,12.368581,77250,86400,4.836682535,1
44.90625,59.714583,77670,86400,0.488424263,1
29.751804,116.221063,77720,86400,8.933564178,1
38.64375,42.947917,78720,86400,8.517632618,1
-30.84375,-62.252083,80040,86400,4.762723609,1
50.277083,92.710417,80090,86400,2.343908685,1
-19.1593,-67.015625,80820,86400,4.99535135,1
49.366475,117.712696,80860,86400,9.573620695,1
-46.839729,-72.801544,81630,86400,4.329160374,1
66.56381,-71.413041,82040,86400,8.123684227,1
38.64375,42.947917,82400,86400,0.338723604,1
2.761442,31.410473,82820,86400,4.870053045,1
-11.430955,29.8145,82860,86400,7.765349743,1
49.764368,-94.518399,82940,86400,7.058965263,1
-31.685417,136.08125,84160,86400,7.694226712,1
56.234185,-103.149606,84270,86400,2.892593771,1
-16.558623,-69.029021,84960,86400,1.140912918,1
-31.685417,136.08125,180,86400,5.627589115,0
41.056625,52.912913,190,86400,4.533403083,0
31.110144,120.543741,310,86400,4.341802683,0
3.372917,36.14375,370,86400,3.041914445,0
11.573725,37.407008,380,86400,7.072310172,0
58.704508,-111.200512,450,86400,5.544624587,0
58.811965,-102.757556,510,86400,5.482764872,0
58.985292,27.73114,730,86400,7.016900104,0
-3.832791,-49.647234,760,86400,0.236612294,0
50.277083,92.710417,920,86400,1.560519831,0
46.385417,74.602083,1260,86400,8.675376313,0
75.220969,100.089583,1330,86400,8.146588083,0
6.302627,0.060347,1620,86400,6.717235033,0
57.361625,-98.132949,1650,86400,0.860923568,0
38.64375,42.947917,2240,86400,2.031435274,0
53.521981,-60.137798,2380,86400,3.872643486,0
68.12483,87.761458,2570,86400,9.765048495,0
2.761442,31.410473,2660,86400,7.639666377,0
12.533721,104.397128,2670,86400,8.710588879,0
41.410417,-112.83125,3040,86400,6.58726926,0
63.570114,-100.699367,3040,86400,1.604380631,0
54.850824,-69.780208,3230,86400,5.557091823,0
40.868651,67.796971,3320,86400,4.178839051,0
57.361625,-98.132949,3410,86400,7.810743071,0
51.885752,-99.653845,3440,86400,1.240673709,0
46.385417,74.602083,3470,86400,4.741426076,0
-2.48862,28.892849,3570,86400,4.228062125,0
60.919873,34.161458,3600,86400,8.145859009,0
-11.430955,29.8145,3890,86400,4.53577907,0
-28.427083,137.20625,3950,86400,8.497693379,0
-7.914583,32.202083,4070,86400,4.302351921,0
41.410417,-112.83125,4200,86400,1.181707726,0
1.613382,32.349026,4670,86400,6.25577054,0
-8.491502,28.878979,4810,86400,2.129941876,0
-9.42266,-40.824117,5190,86400,2.202259716,0
40.868651,67.796971,5200,86400,7.373876727,0
2.761442,31.410473,5270,86400,8.489314476,0
46.78125,33.372917,5570,86400,8.207242255,0
60.919873,34.161458,5710,86400,8.324255853,0
47.61046,42.110453,5760,86400,9.253027917,0
-3.832791,-49.647234,5790,86400,6.371237861,0
2.761442,31.410473,6000,86400,7.116583497,0
42.485417,77.427083,6260,86400,4.537747426,0
48.827083,44.68125,6260,86400,5.859568746,0
53.770578,127.306854,6460,86400,7.19307563,0
-16.522917,28.760417,6660,86400,9.896414749,0
13.077083,14.527083,6680,86400,5.821763904,0
41.410417,-112.83125,6790,86400,6.99718675,0
59.331889,-155.884538,6860,86400,1.470525141,0
57.361625,-98.132949,7140,86400,5.862789967,0
-1.914499,-59.477151,7180,86400,9.642731986,0
52.234393,104.321875,7370,86400,8.931579117,0
57.361625,-98.132949,7380,86400,7.816788296,0
-0.140928,29.602017,7510,86400,3.007635884,0
50.649075,-68.728125,7540,86400,0.860964101,0
49.764368,-94.518399,7710,86400,5.506339052,0
57.361625,-98.132949,8060,86400,2.097957789,0
63.570114,-100.699367,8160,86400,6.620128663,0
-30.84375,-62.252083,8200,86400,3.796680288,0
49.366475,117.712696,8840,86400,2.822997141,0
29.751804,116.221063,8990,86400,6.518483543,0
44.480557,-75.794246,9050,86400,0.677461908,0
6.302627,0.060347,9410,86400,7.198542175,0
31.110144,120.543741,9750,86400,0.392827302,0
46.78125,33.372917,9880,86400,0.752256485,0
65.407803,-71.735126,9990,86400,0.568858876,0
53.160069,-99.289952,10190,86400,2.468076686,0
58.704508,-111.200512,10300,86400,3.331496051,0
46.152083,81.672917,10380,86400,8.017869514,0
-0.140928,29.602017,10470,86400,0.774448857,0
-32.14898,-52.628161,10490,86400,9.270452339,0
42.485417,77.427083,10500,86400,3.58040829,0
3.372917,36.14375,10970,86400,5.338441389,0
-31.685417,136.08125,10970,86400,4.735524754,0
-46.839729,-72.801544,11160,86400,8.762925968,0
68.12483,87.761458,11220,86400,1.309370014,0
49.307873,-88.309371,11250,86400,9.745193186,0
47.61046,42.110453,11490,86400,1.69644308,0
-16.522917,28.760417,11740,86400,4.972879144,0
53.784788,-77.451463,11790,86400,0.11525654,0
41.410417,-112.83125,12210,86400,1.75189493,0
-28.427083,137.20625,12480,86400,6.82832856,0
46.152083,81.672917,12560,86400,2.007083543,0
45.400347,54.024442,13340,86400,0.426246051,0
53.521981,-60.137798,13480,86400,9.204895259,0
75.220969,100.089583,13650,86400,0.390261068,0
-15.586301,32.704318,13770,86400,5.479324245,0
53.648792,-64.261491,13860,86400,8.158946064,0
-15.586301,32.704318,14000,86400,1.951959379,0
49.307873,-88.309371,14040,86400,8.235780277,0
38.64375,42.947917,14110,86400,1.327427513,0
48.827083,44.68125,14110,86400,1.035756336,0
48.827083,44.68125,14340,86400,3.905877657,0
63.034291,112.477083,14430,86400,0.772421698,0
66.56381,-71.413041,14690,86400,2.824999865,0
42.485417,77.427083,14840,86400,2.975314565,0
53.521981,-60.137798,14850,86400,4.765105442,0
-1.914499,-59.477151,14940,86400,3.649921772,0
58.811965,-102.757556,15120,86400,7.345398434,0
59.95278,31.032851,15310,86400,3.284928611,0
58.985292,27.73114,15490,86400,1.283977608,0
50.423719,100.152026,15640,86400,5.257077943,0
53.770578,127.306854,16070,86400,6.215006283,0
-46.839729,-72.801544,16090,86400,1.953037509,0
58.102088,38.702039,16230,86400,3.338511451,0
50.423719,100.152026,16500,86400,9.806496182,0
45.400347,54.024442,16850,86400,7.308405052,0
41.056625,52.912913,17060,86400,7.642834283,0
-16.522917,28.760417,17070,86400,4.245538859,0
36.922917,100.197917,17200,86400,5.697665465,0
30.714583,90.65625,17230,86400,7.383190837,0
44.90625,59.714583,17250,86400,6.10508811,0
36.922917,100.197917,17720,86400,1.154985004,0
-20.938467,25.633917,17740,86400,5.000888699,0
52.234393,104.321875,17790,86400,3.714713594,0
-16.558623,-69.029021,18170,86400,2.281459021,0
-16.522917,28.760417,18170,86400,1.510377817,0
-8.491502,28.878979,18230,86400,4.384316468,0
68.12483,87.761458,18300,86400,2.377775473,0
46.385417,74.602083,18410,86400,7.176454957,0
58.811965,-102.757556,18540,86400,3.295951522,0
51.885752,-99.653845,19250,86400,0.878062357,0
-11.430955,29.8145,19350,86400,8.177661617,0
44.480557,-75.794246,19720,86400,6.004819598,0
51.587865,-98.728778,20080,86400,4.458027205,0
51.885752,-99.653845,20190,86400,2.277295127,0
60.826818,-98.96529,20230,86400,4.81386185,0
48.827083,44.68125,20240,86400,9.380170805,0
56.284112,101.785413,20270,86400,8.506936402,0
44.480557,-75.794246,20290,86400,9.73006477,0
40.868651,67.796971,20370,86400,6.862879624,0
51.885752,-99.653845,20440,86400,0.882007131,0
58.368979,12.368581,20510,86400,7.424547615,0
-8.491502,28.878979,20590,86400,3.057818105,0
-8.491502,28.878979,20700,86400,2.217105369,0
46.78125,33.372917,20750,86400,0.93710417,0
42.904334,-78.908084,20790,86400,6.166093167,0
66.56381,-71.413041,20990,86400,5.397446685,0
-9.42266,-40.824117,21160,86400,6.327570111,0
49.764368,-94.518399,21410,86400,1.06263264,0
49.655849,83.34758,21430,86400,6.290377507,0
53.770578,127.306854,21540,86400,8.272724546,0
58.368979,12.368581,22180,86400,3.455437019,0
58.368979,12.368581,22520,86400,4.845286938,0
54.850824,-69.780208,22700,86400,4.436251753,0
49.081155,33.247337,22800,86400,2.013099436,0
37.70625,45.372917,23300,86400,0.952364727,0
-7.914583,32.202083,23470,86400,5.139379583,0
63.034291,112.477083,23640,86400,6.70369394,0
68.12483,87.761458,24060,86400,6.554225052,0
58.368979,12.368581,24140,86400,8.741978559,0
53.521981,-60.137798,24280,86400,8.316427573,0
58.704508,-111.200512,24320,86400,3.557464983,0
58.532267,15.039006,24390,86400,9.213301503,0
53.770578,127.306854,24470,86400,4.245806357,0
58.532267,15.039006,24530,86400,7.510261408,0
54.850824,-69.780208,24590,86400,4.337433173,0
53.160069,-99.289952,24930,86400,2.908670586,0
51.587865,-98.728778,24940,86400,8.272284127,0
60.826818,-98.96529,25050,86400,4.877479181,0
63.570114,-100.699367,25330,86400,2.205584528,0
60.826818,-98.96529,25330,86400,0.554677834,0
46.335417,60.952083,25970,86400,6.315082602,0
54.797917,76.885417,26360,86400,8.763515164,0
1.613382,32.349026,26500,86400,6.666712139,0
-15.586301,32.704318,26560,86400,4.943414103,0
30.714583,90.65625,26590,86400,9.838333083,0
41.056625,52.912913,27140,86400,3.79096929,0
49.764368,-94.518399,27180,86400,8.100314644,0
66.56381,-71.413041,27230,86400,1.15282771,0
36.922917,100.197917,27580,86400,1.694784056,0
58.102088,38.702039,27870,86400,4.329025146,0
65.407803,-71.735126,27970,86400,3.291989917,0
29.751804,116.221063,28030,86400,0.431090014,0
-2.48862,28.892849,28170,86400,0.534110823,0
49.081155,33.247337,28610,86400,7.694342824,0
-28.427083,137.20625,28850,86400,5.402225052,0
38.64375,42.947917,28860,86400,4.262077095,0
-16.558623,-69.029021,28930,86400,7.184405,0
58.811965,-102.757556,28940,86400,1.673091161,0
59.95278,31.032851,29150,86400,3.314965249,0
65.407803,-71.735126,29330,86400,5.662094719,0
-11.430955,29.8145,29580,86400,4.211785857,0
53.521981,-60.137798,29790,86400,8.76479742,0
38.64375,42.947917,29870,86400,4.896449786,0
42.485417,77.427083,29930,86400,9.313017191,0
75.220969,100.089583,29990,86400,6.777428581,0
51.248214,-73.792606,30360,86400,7.357803101,0
49.655849,83.34758,30430,86400,4.916454614,0
13.077083,14.527083,30640,86400,0.713526531,0
-16.558623,-69.029021,30740,86400,6.649564245,0
12.533721,104.397128,30760,86400,1.5634142,0
54.850824,-69.780208,30800,86400,3.227233769,0
37.70625,45.372917,31050,86400,5.044271251,0
65.407803,-71.735126,31310,86400,8.043177685,0
-7.914583,32.202083,31900,86400,0.178996958,0
-2.48862,28.892849,31960,86400,4.100624514,0
36.922917,100.197917,32060,86400,2.021791923,0
-32.14898,-52.628161,32060,86400,3.508890304,0
52.234393,104.321875,32440,86400,2.534932786,0
29.751804,116.221063,32660,86400,5.499223896,0
13.077083,14.527083,32760,86400,8.384841978,0
66.56381,-71.413041,33040,86400,5.116776491,0
49.764368,-94.518399,33300,86400,6.51601509,0
41.410417,-112.83125,33310,86400,5.987105313,0
58.811965,-102.757556,33420,86400,7.282281321,0
-14.417702,35.236458,33560,86400,1.086318005,0
60.826818,-98.96529,33940,86400,1.066521596,0
59.95278,31.032851,34110,86400,3.057607891,0
49.307873,-88.309371,34600,86400,7.708911649,0
31.110144,120.543741,34610,86400,8.854120474,0
-1.914499,-59.477151,34900,86400,6.201610386,0
-7.914583,32.202083,34960,86400,2.132185667,0
-0.140928,29.602017,35200,86400,2.178103994,0
60.919873,34.161458,35380,86400,8.254619998,0
1.613382,32.349026,35660,86400,7.042427449,0
-16.522917,28.760417,35710,86400,8.33088831,0
6.302627,0.060347,36050,86400,7.864461892,0
-20.938467,25.633917,36220,86400,8.594768334,0
38.64375,42.947917,36700,86400,7.782542729,0
36.922917,100.197917,37060,86400,8.612322292,0
11.122437,-84.781903,37430,86400,7.246624373,0
54.797917,76.885417,37430,86400,9.900076751,0
12.533721,104.397128,37680,86400,7.608056462,0
38.64375,42.947917,37760,86400,6.885133527,0
1.613382,32.349026,37780,86400,8.283621351,0
45.053456,132.842228,37800,86400,2.217747073,0
49.366475,117.712696,37810,86400,7.948115048,0
52.234393,104.321875,38070,86400,4.679858101,0
42.485417,77.427083,38200,86400,5.069889792,0
-1.914499,-59.477151,38260,86400,1.488051078,0
49.366475,117.712696,38690,86400,1.323070589,0
53.729265,-75.963448,38710,86400,4.549166796,0
-46.839729,-72.801544,38810,86400,9.109290491,0
65.407803,-71.735126,38870,86400,3.814714017,0
61.227083,28.78125,38900,86400,2.847744078,0
46.335417,60.952083,38910,86400,2.370564908,0
-32.14898,-52.628161,39070,86400,1.722597627,0
12.533721,104.397128,39430,86400,6.130511175,0
-20.939583,25.952083,39640,86400,7.78905157,0
60.826818,-98.96529,39910,86400,3.190081426,0
45.053456,132.842228,40130,86400,1.597094402,0
41.056625,52.912913,40140,86400,9.473553062,0
53.458111,49.496391,40160,86400,4.207488945,0
54.850824,-69.780208,40190,86400,3.959748206,0
-28.427083,137.20625,40220,86400,0.333948213,0
36.922917,100.197917,40340,86400,8.680527041,0
30.714583,90.65625,40460,86400,0.52050932,0
49.366475,117.712696,40590,86400,9.039275986,0
6.302627,0.060347,40630,86400,1.62837891,0
61.227083,28.78125,40710,86400,5.939647625,0
36.922917,100.197917,40780,86400,0.764924029,0
-15.586301,32.704318,40790,86400,2.230448492,0
59.331889,-155.884538,40820,86400,0.711426103,0
41.056625,52.912913,41380,86400,1.731594244,0
53.729265,-75.963448,41440,86400,0.511432688,0
53.160069,-99.289952,41460,86400,5.341068767,0
-20.938467,25.633917,41830,86400,9.229710453,0
-16.558623,-69.029021,41900,86400,8.358446344,0
29.751804,116.221063,41930,86400,2.114493518,0
42.904334,-78.908084,42460,86400,6.458683217,0
42.485417,77.427083,42550,86400,9.102597489,0
-2.715432,18.177779,42680,86400,0.310534163,0
54.797917,76.885417,42780,86400,8.365402544,0
13.077083,14.527083,42850,86400,0.196760334,0
-14.417702,35.236458,43000,86400,2.718526308,0
-0.140928,29.602017,43490,86400,7.916266753,0
56.234185,-103.149606,44060,86400,9.180710576,0
-2.715432,18.177779,44230,86400,2.338695735,0
54.850824,-69.780208,44280,86400,1.627333434,0
-31.685417,136.08125,44330,86400,0.672467091,0
58.532267,15.039006,45030,86400,0.952109279,0
-31.685417,136.08125,45410,86400,9.647060729,0
-1.914499,-59.477151,45410,86400,8.845346533,0
11.122437,-84.781903,45540,86400,2.376343562,0
41.056625,52.912913,46180,86400,5.520894085,0
57.361625,-98.132949,46210,86400,0.168513983,0
58.102088,38.702039,46280,86400,0.73521077,0
45.053456,132.842228,46300,86400,2.625616506,0
38.64375,42.947917,46410,86400,7.854596086,0
66.56381,-71.413041,46560,86400,9.306710115,0
61.227083,28.78125,46640,86400,7.895537329,0
-3.832791,-49.647234,46790,86400,6.001090897,0
51.587865,-98.728778,46950,86400,5.740190506,0
54.850824,-69.780208,47340,86400,7.320438203,0
31.110144,120.543741,47570,86400,7.017981219,0
63.570114,-100.699367,47630,86400,1.907439917,0
56.284112,101.785413,48120,86400,5.748081677,0
11.573725,37.407008,48710,86400,2.482543554,0
30.714583,90.65625,48710,86400,4.635451659,0
11.122437,-84.781903,48720,86400,5.867244092,0
42.485417,77.427083,49120,86400,6.224439825,0
45.053456,132.842228,49210,86400,4.100083353,0
44.90625,59.714583,49280,86400,1.066271213,0
44.90625,59.714583,49510,86400,0.201498238,0
49.081155,33.247337,49680,86400,6.379647377,0
59.95278,31.032851,49980,86400,4.193710982,0
-20.939583,25.952083,50100,86400,3.811613728,0
-20.939583,25.952083,50350,86400,9.643780805,0
54.797917,76.885417,50460,86400,9.463236924,0
-14.417702,35.236458,50470,86400,0.995304507,0
63.570114,-100.699367,50510,86400,3.975910385,0
65.407803,-71.735126,50530,86400,7.899236407,0
11.573725,37.407008,50590,86400,3.15161388,0
42.485417,77.427083,50650,86400,4.839836525,0
44.90625,59.714583,50740,86400,8.3788505,0
58.811965,-102.757556,50850,86400,8.712202945,0
3.372917,36.14375,50940,86400,1.82198101,0
