lat [deg],lon [deg],start time [s],duration [s],severity,measurements,,
62.347678,-119.575935,1200,6000,9.970487603,|['visible', 'thermal', 'sar']|
64.259204,66.036635,1220,6000,7.742835281,|['visible', 'thermal', 'sar']|
49.877038,136.579397,1230,6000,9.744514284,|['visible', 'thermal', 'sar']|
48.697981,85.53548,1250,6000,0.885608705,|['visible', 'thermal', 'sar']|
41.905172,15.678547,1250,6000,3.677124921,|['visible', 'thermal', 'sar']|
48.562861,88.708982,1250,6000,8.170673345,|['visible', 'thermal', 'sar']|
67.523904,18.169458,1280,6000,1.861228903,|['visible', 'thermal', 'sar']|
65.687317,122.095714,1300,6000,2.105603371,|['visible', 'thermal', 'sar']|
69.759528,-108.664583,1330,6000,0.762619351,|['visible', 'thermal', 'sar']|
-14.768212,35.276507,1340,6000,0.120954614,|['visible', 'thermal', 'sar']|
48.909254,-91.541256,1340,6000,0.34492432,|['visible', 'thermal', 'sar']|
62.970687,-117.885417,1360,6000,7.9986561,|['visible', 'thermal', 'sar']|
53.515365,-88.085733,1490,6000,0.113402929,|['visible', 'thermal', 'sar']|
24.190348,81.288434,1540,6000,4.426378495,|['visible', 'thermal', 'sar']|
49.519621,-93.917276,1540,6000,7.533923795,|['visible', 'thermal', 'sar']|
38.064582,-102.939585,1590,6000,4.107615974,|['visible', 'thermal', 'sar']|
53.234643,-126.11568,1600,6000,0.174428514,|['visible', 'thermal', 'sar']|
48.440669,-91.317605,1600,6000,0.733606499,|['visible', 'thermal', 'sar']|
63.701561,-98.197171,1610,6000,4.354134075,|['visible', 'thermal', 'sar']|
30.435552,117.138853,1660,6000,7.907490014,|['visible', 'thermal', 'sar']|
62.645162,25.511291,1670,6000,8.85509514,|['visible', 'thermal', 'sar']|
68.345085,155.123909,1730,6000,6.065528574,|['visible', 'thermal', 'sar']|
35.527083,93.410417,1750,6000,3.102856036,|['visible', 'thermal', 'sar']|
36.585041,128.77491,1820,6000,9.298120944,|['visible', 'thermal', 'sar']|
30.910052,89.77871,1840,6000,3.597460299,|['visible', 'thermal', 'sar']|
55.861654,34.883686,1840,6000,4.089808308,|['visible', 'thermal', 'sar']|
45.00981,-79.612978,1870,6000,2.799294712,|['visible', 'thermal', 'sar']|
65.132456,-117.813542,1890,6000,4.000191419,|['visible', 'thermal', 'sar']|
46.577135,81.229451,1900,6000,9.662569012,|['visible', 'thermal', 'sar']|
55.267688,113.096338,1920,6000,8.500817173,|['visible', 'thermal', 'sar']|
65.533146,-112.577083,1940,6000,6.125185608,|['visible', 'thermal', 'sar']|
54.613793,61.60206,1940,6000,3.157278505,|['visible', 'thermal', 'sar']|
69.352132,160.11463,1950,6000,3.439510527,|['visible', 'thermal', 'sar']|
69.034432,151.692708,1950,6000,1.720839852,|['visible', 'thermal', 'sar']|
53.506408,12.649502,2010,6000,7.385037001,|['visible', 'thermal', 'sar']|
59.760684,-102.414363,2060,6000,0.580465507,|['visible', 'thermal', 'sar']|
-4.811955,103.919895,2110,6000,3.076175327,|['visible', 'thermal', 'sar']|
59.539005,-159.693282,2170,6000,5.458041423,|['visible', 'thermal', 'sar']|
53.894894,-91.194128,2230,6000,0.344757156,|['visible', 'thermal', 'sar']|
71.932292,149.342708,2260,6000,8.825580279,|['visible', 'thermal', 'sar']|
53.660834,-70.04375,2280,6000,0.088528137,|['visible', 'thermal', 'sar']|
64.585294,-113.03388,2310,6000,8.048958539,|['visible', 'thermal', 'sar']|
64.891422,28.896875,2390,6000,5.035291913,|['visible', 'thermal', 'sar']|
1.149231,111.878125,2400,6000,2.930787152,|['visible', 'thermal', 'sar']|
54.928433,-104.032292,2410,6000,5.668371095,|['visible', 'thermal', 'sar']|
60.873846,-164.08948,2410,6000,8.411825312,|['visible', 'thermal', 'sar']|
41.831353,86.74801,2450,6000,0.914026387,|['visible', 'thermal', 'sar']|
45.60036,-66.944502,2480,6000,4.834831746,|['visible', 'thermal', 'sar']|
74.179261,106.480208,2500,6000,2.371000708,|['visible', 'thermal', 'sar']|
73.214113,100.526635,2530,6000,1.702767162,|['visible', 'thermal', 'sar']|
68.187591,-140.241182,2550,6000,2.93570636,|['visible', 'thermal', 'sar']|
-3.770496,-44.862251,2570,6000,0.214844553,|['visible', 'thermal', 'sar']|
65.469803,65.689823,2570,6000,8.166071525,|['visible', 'thermal', 'sar']|
68.152607,-133.533853,2590,6000,7.015301021,|['visible', 'thermal', 'sar']|
53.45602,12.278486,2620,6000,8.13934945,|['visible', 'thermal', 'sar']|
57.040642,14.077083,2620,6000,7.164410792,|['visible', 'thermal', 'sar']|
62.888325,-108.463224,2630,6000,9.11328762,|['visible', 'thermal', 'sar']|
60.507631,64.061098,2650,6000,7.803165161,|['visible', 'thermal', 'sar']|
-4.677083,35.23125,2660,6000,5.443423863,|['visible', 'thermal', 'sar']|
56.851058,24.274046,2690,6000,1.786215921,|['visible', 'thermal', 'sar']|
66.787677,-50.832332,2710,6000,8.13000898,|['visible', 'thermal', 'sar']|
67.141947,-102.925616,2720,6000,7.152313493,|['visible', 'thermal', 'sar']|
54.330592,-98.31875,2730,6000,8.946202111,|['visible', 'thermal', 'sar']|
62.770289,-95.793156,2740,6000,7.148088971,|['visible', 'thermal', 'sar']|
44.91875,82.889583,2760,6000,5.578496805,|['visible', 'thermal', 'sar']|
57.138248,-76.023511,2770,6000,7.951497181,|['visible', 'thermal', 'sar']|
32.181646,-96.072954,2780,6000,8.829718011,|['visible', 'thermal', 'sar']|
53.827083,72.960417,2790,6000,1.525716462,|['visible', 'thermal', 'sar']|
49.816949,-91.637143,2850,6000,3.901677491,|['visible', 'thermal', 'sar']|
61.660418,-97.343748,2870,6000,7.148126293,|['visible', 'thermal', 'sar']|
54.185603,-70.852196,2870,6000,0.883209129,|['visible', 'thermal', 'sar']|
67.676427,-126.25625,2890,6000,6.631978078,|['visible', 'thermal', 'sar']|
16.573078,79.309535,2900,6000,7.591853374,|['visible', 'thermal', 'sar']|
29.739583,53.54375,2940,6000,4.921987499,|['visible', 'thermal', 'sar']|
48.392772,-78.357292,2950,6000,2.854006748,|['visible', 'thermal', 'sar']|
63.384771,25.542413,2970,6000,7.368740797,|['visible', 'thermal', 'sar']|
49.812149,49.93505,2980,6000,8.840218623,|['visible', 'thermal', 'sar']|
22.377054,79.652051,2980,6000,7.689680773,|['visible', 'thermal', 'sar']|
57.262702,60.1244,2990,6000,7.0760588,|['visible', 'thermal', 'sar']|
31.22219,32.230691,3000,6000,6.751681628,|['visible', 'thermal', 'sar']|
33.814591,-89.76874,3110,6000,5.987576668,|['visible', 'thermal', 'sar']|
55.888181,-105.339583,3120,6000,1.587965493,|['visible', 'thermal', 'sar']|
30.014454,116.260106,3130,6000,8.413449266,|['visible', 'thermal', 'sar']|
68.455131,153.588368,3150,6000,7.126020515,|['visible', 'thermal', 'sar']|
-9.99446,27.251914,3190,6000,9.332230411,|['visible', 'thermal', 'sar']|
62.201352,27.690625,3200,6000,4.251724123,|['visible', 'thermal', 'sar']|
62.888325,-108.463224,3210,6000,0.413146465,|['visible', 'thermal', 'sar']|
66.965956,-112.686301,3250,6000,7.483776966,|['visible', 'thermal', 'sar']|
69.034432,151.692708,3260,6000,2.374567289,|['visible', 'thermal', 'sar']|
45.703585,-81.996309,3270,6000,9.29315505,|['visible', 'thermal', 'sar']|
69.617148,-107.73125,3280,6000,8.415009015,|['visible', 'thermal', 'sar']|
49.283783,-75.224551,3290,6000,7.276328743,|['visible', 'thermal', 'sar']|
30.014454,116.260106,3300,6000,8.484878547,|['visible', 'thermal', 'sar']|
52.755271,-73.646848,3310,6000,2.504050247,|['visible', 'thermal', 'sar']|
0.315825,31.841516,3320,6000,4.489577724,|['visible', 'thermal', 'sar']|
58.641007,-111.385402,3330,6000,8.752145836,|['visible', 'thermal', 'sar']|
65.13273,-103.125973,3330,6000,0.053315019,|['visible', 'thermal', 'sar']|
30.692819,46.701969,3340,6000,6.454352139,|['visible', 'thermal', 'sar']|
56.477049,-74.272663,3350,6000,6.923231619,|['visible', 'thermal', 'sar']|
31.061119,29.739189,3390,6000,9.266136148,|['visible', 'thermal', 'sar']|
54.909984,-98.815631,3400,6000,3.639492944,|['visible', 'thermal', 'sar']|
28.539583,-106.739583,3440,6000,0.860491674,|['visible', 'thermal', 'sar']|
71.242709,142.358938,3470,6000,3.884749198,|['visible', 'thermal', 'sar']|
29.522917,51.797917,3470,6000,4.875291686,|['visible', 'thermal', 'sar']|
56.060872,-67.846875,3490,6000,2.423425913,|['visible', 'thermal', 'sar']|
52.162567,-62.915585,3520,6000,2.667250764,|['visible', 'thermal', 'sar']|
63.641223,-109.377942,3530,6000,6.581405028,|['visible', 'thermal', 'sar']|
55.396179,-101.964077,3550,6000,0.419520696,|['visible', 'thermal', 'sar']|
66.906309,16.841986,3550,6000,7.586571824,|['visible', 'thermal', 'sar']|
54.772823,-96.956234,3580,6000,0.912895519,|['visible', 'thermal', 'sar']|
50.676022,-93.968515,3580,6000,4.112730034,|['visible', 'thermal', 'sar']|
61.259061,24.832656,3580,6000,4.183342448,|['visible', 'thermal', 'sar']|
54.3244,-87.524485,3620,6000,5.913157624,|['visible', 'thermal', 'sar']|
-31.610417,136.735417,3630,6000,4.197916861,|['visible', 'thermal', 'sar']|
48.465333,-78.125638,3660,6000,4.009359507,|['visible', 'thermal', 'sar']|
-20.772788,-51.618652,3690,6000,4.39155992,|['visible', 'thermal', 'sar']|
59.218773,-107.119488,3720,6000,3.063148084,|['visible', 'thermal', 'sar']|
-47.252083,-71.589583,3750,6000,3.828844058,|['visible', 'thermal', 'sar']|
8.446351,-75.054965,3860,6000,7.090420212,|['visible', 'thermal', 'sar']|
50.087944,-90.82551,3920,6000,9.47857805,|['visible', 'thermal', 'sar']|
55.234129,-103.070309,3940,6000,4.794190855,|['visible', 'thermal', 'sar']|
44.497917,52.29375,3980,6000,3.084272006,|['visible', 'thermal', 'sar']|
62.615682,26.357036,3990,6000,4.600459419,|['visible', 'thermal', 'sar']|
-17.88857,-57.467495,3990,6000,4.752074809,|['visible', 'thermal', 'sar']|
53.439784,-78.085535,4010,6000,4.186629631,|['visible', 'thermal', 'sar']|
19.274827,82.825722,4050,6000,8.843933228,|['visible', 'thermal', 'sar']|
33.165718,119.146846,4070,6000,0.964156531,|['visible', 'thermal', 'sar']|
62.009792,-146.236913,4100,6000,1.33207897,|['visible', 'thermal', 'sar']|
48.988206,-54.867459,4120,6000,7.522936374,|['visible', 'thermal', 'sar']|
42.056294,61.051682,4130,6000,3.696089435,|['visible', 'thermal', 'sar']|
73.192693,98.986458,4140,6000,9.63071053,|['visible', 'thermal', 'sar']|
37.067455,-121.082393,4150,6000,5.769996165,|['visible', 'thermal', 'sar']|
46.844602,-79.224448,4190,6000,9.578348387,|['visible', 'thermal', 'sar']|
34.756146,-90.122793,4220,6000,2.38632067,|['visible', 'thermal', 'sar']|
59.331889,-155.884538,4270,6000,3.848235979,|['visible', 'thermal', 'sar']|
69.036585,27.009313,4270,6000,0.300396197,|['visible', 'thermal', 'sar']|
47.765177,-79.215625,4310,6000,3.64999554,|['visible', 'thermal', 'sar']|
24.364727,102.801314,4330,6000,2.399963722,|['visible', 'thermal', 'sar']|
50.076293,-56.922962,4340,6000,8.828693349,|['visible', 'thermal', 'sar']|
62.00936,-123.221875,4380,6000,3.840470233,|['visible', 'thermal', 'sar']|
68.333467,151.922917,4380,6000,7.072928707,|['visible', 'thermal', 'sar']|
37.194987,118.965625,4380,6000,8.22906545,|['visible', 'thermal', 'sar']|
33.335417,-115.835417,4390,6000,3.645841786,|['visible', 'thermal', 'sar']|
41.721192,-120.457143,4400,6000,0.989114375,|['visible', 'thermal', 'sar']|
65.179573,-50.233708,4400,6000,8.504752004,|['visible', 'thermal', 'sar']|
-42.142412,147.172052,4410,6000,8.575806239,|['visible', 'thermal', 'sar']|
35.963409,93.305345,4410,6000,0.621401363,|['visible', 'thermal', 'sar']|
63.282711,-107.228329,4430,6000,8.194343182,|['visible', 'thermal', 'sar']|
54.080202,-90.682397,4440,6000,2.339884565,|['visible', 'thermal', 'sar']|
53.521501,-112.506365,4450,6000,7.105336867,|['visible', 'thermal', 'sar']|
56.621507,-104.315625,4450,6000,9.399035157,|['visible', 'thermal', 'sar']|
40.652083,-120.727083,4460,6000,3.340427785,|['visible', 'thermal', 'sar']|
49.759367,-74.533733,4490,6000,3.319039554,|['visible', 'thermal', 'sar']|
-20.313631,-49.188073,4520,6000,4.44202259,|['visible', 'thermal', 'sar']|
63.705164,-95.81031,4530,6000,2.819312897,|['visible', 'thermal', 'sar']|
59.636215,-100.895077,4530,6000,7.602244962,|['visible', 'thermal', 'sar']|
-26.060417,137.96875,4530,6000,1.152861375,|['visible', 'thermal', 'sar']|
67.445757,172.171875,4540,6000,5.914519645,|['visible', 'thermal', 'sar']|
68.933461,160.109375,4580,6000,8.302442972,|['visible', 'thermal', 'sar']|
45.885417,56.210417,4600,6000,1.17865816,|['visible', 'thermal', 'sar']|
45.539583,55.739583,4680,6000,9.003346432,|['visible', 'thermal', 'sar']|
11.15625,41.78125,4770,6000,2.93784889,|['visible', 'thermal', 'sar']|
57.128368,33.173958,4800,6000,0.751471767,|['visible', 'thermal', 'sar']|
62.33579,33.8892,4810,6000,4.388697806,|['visible', 'thermal', 'sar']|
37.119731,119.096062,4840,6000,8.057916382,|['visible', 'thermal', 'sar']|
50.127083,68.702083,4840,6000,9.27710475,|['visible', 'thermal', 'sar']|
60.32777,-158.784375,4840,6000,4.215147839,|['visible', 'thermal', 'sar']|
62.363137,-94.822917,4850,6000,9.60574177,|['visible', 'thermal', 'sar']|
59.397714,-101.590642,4860,6000,5.851869618,|['visible', 'thermal', 'sar']|
63.659101,12.593082,4880,6000,5.817620283,|['visible', 'thermal', 'sar']|
51.333794,-74.884375,4990,6000,7.652445033,|['visible', 'thermal', 'sar']|
53.109746,-87.332826,5010,6000,3.448454243,|['visible', 'thermal', 'sar']|
58.608677,-155.040882,5010,6000,1.306631725,|['visible', 'thermal', 'sar']|
52.026788,-95.177111,5060,6000,2.656085993,|['visible', 'thermal', 'sar']|
32.447917,90.010417,5090,6000,2.704707842,|['visible', 'thermal', 'sar']|
73.192693,98.986458,5090,6000,7.375537438,|['visible', 'thermal', 'sar']|
-8.348862,26.430421,5100,6000,0.779797953,|['visible', 'thermal', 'sar']|
71.995091,-99.117708,5120,6000,6.961767521,|['visible', 'thermal', 'sar']|
66.177765,14.505438,5130,6000,9.75948633,|['visible', 'thermal', 'sar']|
54.995677,-95.641302,5140,6000,3.489465547,|['visible', 'thermal', 'sar']|
15.19691,-83.553125,5150,6000,6.425172665,|['visible', 'thermal', 'sar']|
51.330904,-70.77471,5150,6000,9.253869788,|['visible', 'thermal', 'sar']|
53.214328,-77.775702,5160,6000,7.026069753,|['visible', 'thermal', 'sar']|
70.299144,146.306359,5160,6000,4.312630721,|['visible', 'thermal', 'sar']|
49.347408,97.646241,5160,6000,4.67337076,|['visible', 'thermal', 'sar']|
50.391358,69.353125,5170,6000,1.776970861,|['visible', 'thermal', 'sar']|
33.452083,-80.16573,5180,6000,4.713096226,|['visible', 'thermal', 'sar']|
55.93397,92.29324,5200,6000,7.27264932,|['visible', 'thermal', 'sar']|
36.628982,42.828606,5260,6000,8.341760926,|['visible', 'thermal', 'sar']|
60.235567,10.372895,5260,6000,8.434631454,|['visible', 'thermal', 'sar']|
47.002083,7.01875,5290,6000,2.613540306,|['visible', 'thermal', 'sar']|
53.803038,-62.678125,5320,6000,0.613181767,|['visible', 'thermal', 'sar']|
64.891422,28.896875,5380,6000,1.387932197,|['visible', 'thermal', 'sar']|
46.516351,-116.297014,5410,6000,7.415282386,|['visible', 'thermal', 'sar']|
60.675168,-144.743412,5410,6000,8.944151098,|['visible', 'thermal', 'sar']|
62.347678,-119.575935,5420,6000,0.928540633,|['visible', 'thermal', 'sar']|
69.307451,89.572917,5430,6000,6.075479986,|['visible', 'thermal', 'sar']|
55.315398,-63.110721,5470,6000,6.751430771,|['visible', 'thermal', 'sar']|
54.772823,-96.956234,5490,6000,5.414853634,|['visible', 'thermal', 'sar']|
64.946528,-15.792708,5540,6000,0.727821921,|['visible', 'thermal', 'sar']|
42.901566,-76.863764,5550,6000,9.489496592,|['visible', 'thermal', 'sar']|
51.856832,-95.563542,5550,6000,5.457943525,|['visible', 'thermal', 'sar']|
55.444901,-75.289565,5560,6000,9.213831289,|['visible', 'thermal', 'sar']|
72.086136,-84.565692,5600,6000,2.563895811,|['visible', 'thermal', 'sar']|
72.011712,149.355728,5610,6000,8.449388668,|['visible', 'thermal', 'sar']|
-5.669958,-36.880208,5630,6000,4.2374455,|['visible', 'thermal', 'sar']|
60.749358,-97.743484,5630,6000,7.567755201,|['visible', 'thermal', 'sar']|
29.327083,-107.827083,5650,6000,7.609434006,|['visible', 'thermal', 'sar']|
54.842791,83.001042,5670,6000,0.267969188,|['visible', 'thermal', 'sar']|
60.675168,-144.743412,5680,6000,1.05165942,|['visible', 'thermal', 'sar']|
34.445588,81.874812,5690,6000,2.961133239,|['visible', 'thermal', 'sar']|
51.445074,-74.667725,5690,6000,1.448590987,|['visible', 'thermal', 'sar']|
61.010828,73.284515,5710,6000,6.687138315,|['visible', 'thermal', 'sar']|
60.836699,14.11795,5720,6000,2.537061388,|['visible', 'thermal', 'sar']|
63.727295,-116.893895,5730,6000,0.78471328,|['visible', 'thermal', 'sar']|
36.365385,-92.572917,5740,6000,6.674869201,|['visible', 'thermal', 'sar']|
42.347969,-82.943052,5760,6000,3.444244364,|['visible', 'thermal', 'sar']|
45.399743,28.985939,5760,6000,7.108294146,|['visible', 'thermal', 'sar']|
-8.348862,26.430421,5760,6000,8.328949439,|['visible', 'thermal', 'sar']|
74.541049,106.983011,5770,6000,0.681683848,|['visible', 'thermal', 'sar']|
63.828962,27.915465,5800,6000,3.889426398,|['visible', 'thermal', 'sar']|
64.924538,-92.080383,5810,6000,1.308621627,|['visible', 'thermal', 'sar']|
60.259954,-100.136501,5810,6000,0.043584294,|['visible', 'thermal', 'sar']|
48.001098,-106.414583,5820,6000,5.328923481,|['visible', 'thermal', 'sar']|
65.857417,13.794422,5830,6000,6.247978094,|['visible', 'thermal', 'sar']|
62.009792,-146.236913,5830,6000,7.618562168,|['visible', 'thermal', 'sar']|
-42.799236,146.008172,5840,6000,0.989427238,|['visible', 'thermal', 'sar']|
34.164583,88.435417,5850,6000,8.771068488,|['visible', 'thermal', 'sar']|
32.274301,88.698731,5880,6000,8.134372019,|['visible', 'thermal', 'sar']|
46.205924,6.149862,5900,6000,8.429322522,|['visible', 'thermal', 'sar']|
58.492092,-105.17894,5910,6000,1.541698931,|['visible', 'thermal', 'sar']|
-16.118249,128.741169,5940,6000,4.134683179,|['visible', 'thermal', 'sar']|
60.663024,-96.319792,5940,6000,5.735288771,|['visible', 'thermal', 'sar']|
50.685873,-93.514583,5950,6000,9.228718939,|['visible', 'thermal', 'sar']|
-3.955258,136.365574,5970,6000,7.085206918,|['visible', 'thermal', 'sar']|
67.42568,-113.183579,5990,6000,3.785222432,|['visible', 'thermal', 'sar']|
54.501885,-102.939583,5990,6000,9.422193748,|['visible', 'thermal', 'sar']|
71.149074,79.496875,6000,6000,3.486374072,|['visible', 'thermal', 'sar']|
34.210417,42.352083,6030,6000,7.262243521,|['visible', 'thermal', 'sar']|
-24.872775,151.847994,6040,6000,0.665840135,|['visible', 'thermal', 'sar']|
32.732098,50.737929,6050,6000,5.212356835,|['visible', 'thermal', 'sar']|
8.158551,-62.799842,6100,6000,1.593121992,|['visible', 'thermal', 'sar']|
0.810417,112.048331,6110,6000,3.95355382,|['visible', 'thermal', 'sar']|
29.574875,-90.158715,6120,6000,0.20101882,|['visible', 'thermal', 'sar']|
-19.305553,-57.846875,6170,6000,4.526379179,|['visible', 'thermal', 'sar']|
-23.289573,123.139594,6200,6000,7.510356007,|['visible', 'thermal', 'sar']|
-38.123761,-73.383748,6210,6000,8.098932714,|['visible', 'thermal', 'sar']|
49.41505,90.646875,6270,6000,1.548667297,|['visible', 'thermal', 'sar']|
47.23846,-82.130951,6300,6000,1.874206166,|['visible', 'thermal', 'sar']|
56.391348,-63.723958,6310,6000,1.732290077,|['visible', 'thermal', 'sar']|
-2.12535,101.522369,6350,6000,0.837466529,|['visible', 'thermal', 'sar']|
63.979323,-109.374273,6360,6000,3.711754471,|['visible', 'thermal', 'sar']|
52.161433,-87.593103,6380,6000,1.217836322,|['visible', 'thermal', 'sar']|
-15.507564,128.117367,6390,6000,1.375638215,|['visible', 'thermal', 'sar']|
54.151176,-99.817708,6420,6000,9.924823102,|['visible', 'thermal', 'sar']|
55.372588,-95.699571,6420,6000,9.146444813,|['visible', 'thermal', 'sar']|
-24.847917,131.022917,6440,6000,5.199898888,|['visible', 'thermal', 'sar']|
58.938038,-108.190857,6460,6000,6.333962282,|['visible', 'thermal', 'sar']|
37.533583,27.39139,6460,6000,2.024134146,|['visible', 'thermal', 'sar']|
56.887086,33.317858,6490,6000,8.012504162,|['visible', 'thermal', 'sar']|
32.376662,116.243581,6490,6000,1.717018477,|['visible', 'thermal', 'sar']|
54.909984,-98.815631,6490,6000,0.240285754,|['visible', 'thermal', 'sar']|
33.327054,-95.627112,6510,6000,7.283186381,|['visible', 'thermal', 'sar']|
61.340503,-104.416177,6530,6000,5.791664116,|['visible', 'thermal', 'sar']|
9.332196,125.521606,6550,6000,7.860013707,|['visible', 'thermal', 'sar']|
36.252069,-92.238377,6590,6000,4.155799688,|['visible', 'thermal', 'sar']|
19.162202,76.187625,6600,6000,0.398701325,|['visible', 'thermal', 'sar']|
59.176559,-74.99367,6610,6000,2.45074129,|['visible', 'thermal', 'sar']|
-30.158856,122.539747,6610,6000,5.414434631,|['visible', 'thermal', 'sar']|
31.502244,85.750471,6620,6000,9.089581732,|['visible', 'thermal', 'sar']|
63.869905,-116.559375,6660,6000,0.387140579,|['visible', 'thermal', 'sar']|
-4.211519,-40.448071,6710,6000,0.165117849,|['visible', 'thermal', 'sar']|
65.99601,-123.013248,6710,6000,7.457684911,|['visible', 'thermal', 'sar']|
66.571098,17.731807,6740,6000,0.96903617,|['visible', 'thermal', 'sar']|
62.937619,-104.529499,6750,6000,7.795190636,|['visible', 'thermal', 'sar']|
54.182208,-72.547917,6780,6000,4.240333938,|['visible', 'thermal', 'sar']|
33.356409,-97.052189,6780,6000,9.393332929,|['visible', 'thermal', 'sar']|
63.487654,-96.027087,6840,6000,8.607716162,|['visible', 'thermal', 'sar']|
66.965956,-112.686301,6880,6000,8.067077313,|['visible', 'thermal', 'sar']|
35.689583,87.272917,6890,6000,7.238240474,|['visible', 'thermal', 'sar']|
15.276404,74.525621,6920,6000,6.704821256,|['visible', 'thermal', 'sar']|
40.470148,-118.310227,6920,6000,4.738432911,|['visible', 'thermal', 'sar']|
-11.430955,29.8145,6980,6000,4.745926598,|['visible', 'thermal', 'sar']|
69.864583,147.177083,6990,6000,6.400982952,|['visible', 'thermal', 'sar']|
61.79352,-107.90625,7050,6000,0.256198857,|['visible', 'thermal', 'sar']|
-22.460417,123.18125,7060,6000,5.592930311,|['visible', 'thermal', 'sar']|
60.312314,11.671162,7090,6000,7.088184656,|['visible', 'thermal', 'sar']|
64.092641,-99.017076,7090,6000,3.145290959,|['visible', 'thermal', 'sar']|
38.368033,69.344039,7140,6000,6.534774174,|['visible', 'thermal', 'sar']|
